Term,IDF
ямамото,4.60517
брюс,3.912023
суснина,4.60517
фрая,4.60517
аракс,4.60517
одемвингий,4.60517
теоретик,2.302585
брокхауз,3.912023
целковы,4.60517
берегини,4.60517
йена,3.506558
жальгирис,4.60517
майнауский,4.60517
рейн,4.60517
уна,4.60517
зоолог,2.65926
австриец,4.60517
аннибал,4.60517
сильвестр,4.60517
куинна,4.60517
экзистенциализм,4.60517
генерал-майор,2.995732
вратарь,1.966113
касслера,4.60517
фолклендский,3.912023
поэтесса,1.966113
philosophiae,4.60517
пейка,3.912023
рестлер,4.60517
пасифика,4.60517
меррифилд,4.60517
nes,4.60517
бурмейстер,4.60517
анестезировать,3.912023
брандт,3.912023
principia,4.60517
форман,4.60517
сигаретный,4.60517
скрипач,2.302585
першинга,4.60517
ян-майкл,4.60517
поэт-символист,3.912023
пожайский,4.60517
бурак,4.60517
аббан,4.60517
политэкономия,4.60517
айзеншпис,3.912023
баллонет,4.60517
покорение,4.60517
_июль,3.912023
вивиани,4.60517
йылмаз,4.60517
нильсный,3.912023
дайана,3.912023
joy,4.60517
альфонс,3.506558
mathematica,4.60517
лирический,3.912023
форест,4.60517
марсельеза,4.60517
бригитта,4.60517
дейли,4.60517
спецэффект,4.60517
luna,4.60517
голдовский,4.60517
болл,4.60517
тележурналистка,4.60517
конкордат,4.60517
аристид,4.60517
фотий,4.60517
берегинея,4.60517
анастас,4.60517
микроблоггинга,4.60517
франциска,4.60517
style,3.912023
миннесота,3.912023
иессеево,4.60517
уитакер,4.60517
эспозитый,4.60517
тиббетта,4.60517
эсперантолог,4.60517
чарторыйский,4.60517
gangnam,3.912023
тучкина,4.60517
ассизский,4.60517
шизофрения,4.60517
минно-торпедный,4.60517
колкер,4.60517
гинеколог,4.60517
ульрих,3.506558
винчи,3.912023
алкоголик,4.60517
сацуо,4.60517
нортклифф,4.60517
райх,4.60517
садриддин,4.60517
активистка,3.218876
паскаль,4.60517
свита,3.912023
горбатов,4.60517
панкхёрстый,4.60517
уот,4.60517
безуспешно,4.60517
чаббак,4.60517
герардинить,3.912023
беньямина,4.60517
июляскрытый,3.912023
мечник,3.912023
крепкий,4.60517
уиллис,4.60517
аббаньяно,4.60517
пепеляев,4.60517
бахман,4.60517
разрушитель,4.60517
линдон,4.60517
распятие,4.60517
готфрид,3.506558
сыртланов,4.60517
иерусалимский,3.912023
бранденбургский,4.60517
лоллард,4.60517
флорентийка,3.912023
мортон,3.912023
проповедник,2.995732
магический,3.912023
карпинский,4.60517
авиалайнер,4.60517
фредро,4.60517
милован,4.60517
кантри-рок,4.60517
дотла,3.912023
манитоба,4.60517
берегиня,4.60517
дантист-хирург,4.60517
дарданелла,4.60517
эстемиров,4.60517
хвылить,4.60517
аэро,4.60517
виконт,3.912023
реактивный,3.912023
попцов,4.60517
саид-муродзод,4.60517
блейлера,4.60517
тит,3.218876
mège-mouriés,4.60517
ибарбура,4.60517
святославич,3.912023
южнокорейский,1.966113
джованьоль,4.60517
прорывать,4.60517
каррачча,4.60517
толоконник,4.60517
хармсвора,4.60517
югославский,2.65926
айрис,4.60517
kalimba,4.60517
надвигаться,4.60517
воронович,4.60517
иувеналий,4.60517
жоффруа,4.60517
парето,4.60517
гофмансталь,4.60517
вильфредо,4.60517
дирижабль,3.218876
беречь,4.60517
неда,4.60517
версач,4.60517
влах,4.60517
дисциплинарный,4.60517
меже-мурья,4.60517
крегжда,4.60517
ауэр,4.60517
hippolyte,4.60517
паррий,4.60517
москва-волга,4.60517
сербо-словенский,4.60517
газонепроницаемый,4.60517
звон,4.60517
дубровин,4.60517
бернат,4.60517
фаулера,3.912023
севидж,4.60517
эммелина,4.60517
сдаться,3.912023
айни,4.60517
писатель-сатирик,2.813411
полока,4.60517
карточный,4.60517
рок-гитарист,4.60517
ньютон,3.912023
феодотьевский,4.60517
букеровский,4.60517
долмаяна,4.60517
самовольный,4.60517
модельер,2.995732
отлучка,4.60517
джованни,2.525729
агостино,4.60517
пачка,4.60517
рембрандт,3.912023
сент-олбанс,3.912023
егоров,3.506558
ювеналий,4.60517
трумэн,4.60517
селёст,4.60517
линкольшир,4.60517
майнау-на-бодензый,4.60517
таманский,4.60517
кинорежиссёр-документалист,4.60517
шарко,4.60517
уодлоу,4.60517
испано-американский,4.60517
деррид,4.60517
psy,3.912023
опасно,4.60517
зачинатель,3.506558
слейтереть,3.912023
аншлюс,3.912023
сталлоно,4.60517
гринвичский,4.60517
моисеев,3.506558
стихотворец,4.60517
гудон,4.60517
беллерофонт,4.60517
ересь,3.506558
испытанный,4.60517
правозащитница,3.912023
крокодил,3.912023
бира,4.60517
суфражистка,4.60517
сплин,3.912023
рем,3.506558
рафаэлло,4.60517
продактс,4.60517
фальшивый,4.60517
хранительница,4.60517
бомбардир,3.506558
галтьерь,4.60517
болкиах,4.60517
инженер-самоучка,4.60517
курение,4.60517
кабриня,4.60517
тяготение,4.60517
нелинейный,4.60517
крикет,4.60517
джанни,3.912023
naturalis,4.60517
релизм,4.60517
прусский,2.65926
брзак-феликс,4.60517
рный,4.60517
махмуд,3.912023
келлер,4.60517
учёный-винодел,4.60517
бэнкс,3.506558
арнерич,4.60517
четырёхтурбинный,4.60517
жан-бертран,4.60517
босфор,4.60517
сатриани,4.60517
грехема,4.60517
леопольдович,3.912023
бирмингем,4.60517
западноамериканский,4.60517
юпер,4.60517
ланкашир,3.912023
тсв-ронг,4.60517
río-rey,4.60517
мидленд,4.60517
craven,4.60517
chester,4.60517
mid-western,4.60517
lancashire,4.60517
немецко-платский,4.60517
физматлить,4.60517
queen,3.912023
западногерманскиеангло-фризский,4.60517
she,4.60517
сакс,3.506558
баварский,3.506558
расслабить,4.60517
bolton,4.60517
победитель-англосакс,4.60517
англофон,4.60517
colches,4.60517
телятина,4.60517
bertrand,4.60517
малайский,4.60517
сток-он-трент,4.60517
дописьменный,4.60517
нюношк,4.60517
вермонтский,4.60517
западноскандинавский,4.60517
неразрывно,4.60517
камберленд,3.912023
smell,4.60517
tenses,4.60517
англи,4.60517
caseus,4.60517
верно,4.60517
adjuncts,4.60517
persica,4.60517
beef,4.60517
tʃ,4.60517
диккенс,3.912023
разительный,4.60517
sheep,3.912023
среднеатлантический,4.60517
westmorland,4.60517
-aba,4.60517
балтиморский,4.60517
аршавирович,4.60517
peace,4.60517
quickly,4.60517
сандерленд,4.60517
scots,4.60517
южно-африканский,4.60517
нижнефранкский,4.60517
греко-лат,4.60517
ox,4.60517
юаранглийский,4.60517
зеленецкий,3.912023
сото,4.60517
нижненемецкий,4.60517
crystal,4.60517
birmingham,4.60517
айвенго,4.60517
caneng,4.60517
социо-культурный,4.60517
dare,4.60517
radcliffe,4.60517
cane,4.60517
суффолкнуть,4.60517
питтсбург,4.60517
поныне,4.60517
cheese,4.60517
плащ,3.912023
причитание,4.60517
свинина,4.60517
запятая,4.60517
восточногерманскиескандинавскийвосточноскандинавский,4.60517
fantasy,4.60517
тамильский,4.60517
calf,4.60517
ɑː,4.60517
высш,4.60517
лингва-франк,4.60517
тюрингско-верхнесаксонский,4.60517
майтхиль,4.60517
нью-фаундленский,4.60517
hog,4.60517
peach,4.60517
lincoln,4.60517
йол,4.60517
восточнонижненемецкий,4.60517
лал,4.60517
scottish,4.60517
absolutes,4.60517
севернаяамерикасш,4.60517
progressive,4.60517
тсонг,3.912023
ассамский,4.60517
теннисон,4.60517
искусный,4.60517
prefers,4.60517
loudly,4.60517
упомянутыев,4.60517
утвердительный,4.60517
айдахо,4.60517
австралиец,4.60517
javelin,4.60517
сент-луисский,4.60517
бунтлинга,4.60517
землевладелец,4.60517
нгунь,4.60517
зеландский,4.60517
каджунский,4.60517
hɪt,4.60517
спанглиш,4.60517
parish,4.60517
цимбрский,4.60517
нгкумо,4.60517
кхий,4.60517
англов,4.60517
yorkshire,4.60517
скауза,4.60517
лимбургский,4.60517
англо-русский,4.60517
показательно,4.60517
cow,4.60517
ʃjə,4.60517
гоуэр,4.60517
верхненемецкийсредненемецкий,4.60517
whom,4.60517
оттава,3.506558
reign,4.60517
отглагольный,4.60517
remark,4.60517
буффало,3.912023
гнусавость,4.60517
германоязычный,4.60517
shushed,4.60517
claustrum,4.60517
шшш,4.60517
западносредненемецкий,4.60517
койсканский,4.60517
смычный,4.60517
кончик,4.60517
провиденс,4.60517
pall,4.60517
отдаляться,4.60517
ньюкасл,4.60517
жестовюжноафриканскийдругиелгбт-сленг,4.60517
отпадать,4.60517
поттерис,4.60517
ослабевать,4.60517
brummie,4.60517
e-prime,4.60517
плед,4.60517
поливать,4.60517
ˈɪŋɡlɪʃ,4.60517
кейп-бретон,4.60517
йский,3.912023
ория,4.60517
кокнуть,4.60517
veau,4.60517
north,3.912023
торресова,4.60517
непасть,4.60517
individualisation,4.60517
горноалеманнский,4.60517
somerset,4.60517
языкскрытый,4.60517
урд,4.60517
телеграфировать,4.60517
butter,4.60517
камтхо,4.60517
забег,3.912023
нормандский,4.60517
темза,4.60517
tory,4.60517
shush,4.60517
хинглиш,4.60517
европавеликобритания,4.60517
республикиофициальный,4.60517
одинарный,4.60517
mid-atlantic,4.60517
iː,4.60517
норн,4.60517
канадец,4.60517
франгл,4.60517
кардифф,4.60517
tyneside,4.60517
славовый,4.60517
lose,4.60517
английский_язык,4.60517
пробежка,4.60517
греко-латинский,4.60517
lancaster,4.60517
соприкосновение,4.60517
ольстер,4.60517
эльвдальский,4.60517
episcopus,4.60517
древнеанглийский,4.60517
ютский,4.60517
формально-звуковой,4.60517
